---
name: Uniform Dataset
description: Dataset with 100000 points describing an uniform distribution (square) in 2d-space with values in [0,1]. Generated on 2023/04/26.
0.40359628200531006,0.024797499179840088
0.29134732484817505,0.7575918436050415
0.6763490438461304,0.6139334440231323
0.6693311333656311,0.5687018036842346
0.29564791917800903,0.5370213389396667
0.5553708076477051,0.6371054649353027
0.38644957542419434,0.2607744336128235
0.0014983415603637695,0.5835015773773193
0.6412491798400879,0.678645670413971
0.6832387447357178,0.1724110245704651
0.5841349959373474,0.03872781991958618
0.5256593227386475,0.43671077489852905
0.5839295983314514,0.3325158357620239
0.8626172542572021,0.8452014327049255
0.809264063835144,0.962638258934021
0.5677669644355774,0.2655287981033325
0.39245808124542236,0.1212228536605835
0.870383083820343,0.6114392876625061
0.5960425734519958,0.5135384798049927
0.933698296546936,0.9949959516525269
0.549616813659668,0.8939871788024902
0.5925043225288391,0.6351087093353271
0.3925415277481079,0.774070680141449
0.3626050353050232,0.42327356338500977
0.36993348598480225,0.685917854309082
0.21784543991088867,0.9011179804801941
0.48886430263519287,0.5022401809692383
0.029509663581848145,0.9631903171539307
0.8550204634666443,0.6267280578613281
0.6546335220336914,0.12901544570922852
0.33692729473114014,0.8710718750953674
0.6991051435470581,0.01298600435256958
0.00786501169204712,0.6597763895988464
0.051329731941223145,0.2070305347442627
0.11064070463180542,0.8761515021324158
0.5438511967658997,0.24265950918197632
0.4963597059249878,0.34734535217285156
0.042908549308776855,0.4450555443763733
0.47734349966049194,0.21870124340057373
0.9568411111831665,0.1770554780960083
0.38155806064605713,0.484353244304657
0.48905444145202637,0.30553287267684937
0.3296703100204468,0.8087501525878906
0.9135477542877197,0.33280056715011597
0.607584536075592,0.7202387452125549
0.022544145584106445,0.912817120552063
0.6615950465202332,0.9011256694793701
0.5664383172988892,0.8234256505966187
0.08782505989074707,0.8975438475608826
0.6840899586677551,0.564428985118866
0.8632190823554993,0.276406466960907
0.7925816774368286,0.7854881286621094
0.5159681439399719,0.3557613492012024
0.284177303314209,0.6717243790626526
0.45594048500061035,0.8096395134925842
0.35675424337387085,0.19823509454727173
0.4806622266769409,0.02030092477798462
0.9029384851455688,0.042848289012908936
0.6929611563682556,0.23154109716415405
0.2011834979057312,0.6703230738639832
0.06900107860565186,0.6989688277244568
0.11586099863052368,0.18744957447052002
0.5096601843833923,0.880061686038971
0.12795007228851318,0.5493390560150146
0.9067431092262268,0.6421425342559814
0.11613774299621582,0.3704807758331299
0.024181246757507324,0.764613151550293
0.8012044429779053,0.27334141731262207
0.5021170973777771,0.08786344528198242
0.8937233686447144,0.4715105891227722
0.1606515645980835,0.32091647386550903
0.5637341141700745,0.22836869955062866
0.8352605104446411,0.2093580961227417
0.02667003870010376,0.3163268566131592
0.9957714676856995,0.8213455080986023
0.036052048206329346,0.5018382668495178
0.3667837381362915,0.6100382208824158
0.4420720338821411,0.039211273193359375
0.11408388614654541,0.5238045454025269
0.8460596799850464,0.8289845585823059
0.026647567749023438,0.2698182463645935
0.7119578719139099,0.20711660385131836
0.5980516076087952,0.291592538356781
0.12346959114074707,0.7179641723632812
0.2884870767593384,0.6366291642189026
0.06372588872909546,0.8910799622535706
0.27614331245422363,0.5973697304725647
0.5855571627616882,0.20897942781448364
0.13470983505249023,0.37829506397247314
0.3052266836166382,0.605556845664978
0.5054465532302856,0.5362579822540283
0.13944172859191895,0.9737498164176941
0.5741432905197144,0.16247999668121338
0.2913547158241272,0.05296283960342407
0.07489949464797974,0.7162687182426453
0.9309825897216797,0.4938884377479553
0.38669872283935547,0.7161986231803894
0.3920171856880188,0.908560037612915
0.7810500860214233,0.668667733669281
0.6815060377120972,0.8702144026756287
0.9384675025939941,0.3314272165298462
0.6606090068817139,0.45992857217788696
0.8503248691558838,0.7265490889549255
0.9709634184837341,0.40976113080978394
0.2358585000038147,0.929636538028717
0.04762744903564453,0.7756133079528809
0.660107433795929,0.1568049192428589
0.8497532606124878,0.5132158398628235
0.8688315153121948,0.7756106853485107
0.0558200478553772,0.21913987398147583
0.14549827575683594,0.698842465877533
0.7913227677345276,0.5427525639533997
0.13097763061523438,0.9397023916244507
0.6912664771080017,0.5474420785903931
0.8694477081298828,0.5628124475479126
0.5337963700294495,0.2886970639228821
0.39814138412475586,0.6477162837982178
0.4290521740913391,0.5368488430976868
0.9810236692428589,0.3707786202430725
0.8012638688087463,0.3731895089149475
0.7974756956100464,0.7288992404937744
0.1827007532119751,0.06512582302093506
0.18989694118499756,0.4861704707145691
0.2439902424812317,0.42998600006103516
0.30526649951934814,0.47505706548690796
0.9432885646820068,0.8446721434593201
0.44469577074050903,0.6700273752212524
0.19169551134109497,0.18176805973052979
0.6745571494102478,0.3576050400733948
0.837174117565155,0.5498217940330505
0.21870368719100952,0.026954174041748047
0.9751831293106079,0.5998047590255737
0.01255100965499878,0.2143993377685547
0.8405311107635498,0.910301923751831
0.17844295501708984,0.7593741416931152
0.6389796137809753,0.17553871870040894
0.40296316146850586,0.7144854664802551
0.28438347578048706,0.45325231552124023
0.5390076041221619,0.33557838201522827
0.8412808775901794,0.9596447348594666
0.6999391317367554,0.13643884658813477
0.5855968594551086,0.9678093194961548
0.5945798754692078,0.29523491859436035
0.6173826456069946,0.4313352704048157
0.5078532695770264,0.7547609210014343
0.347290575504303,0.4391133189201355
0.7533835172653198,0.06543499231338501
0.4689059257507324,0.4491637945175171
0.405245304107666,0.4188350439071655
0.0863904356956482,0.15269619226455688
0.9034000039100647,0.84101802110672
0.9335117936134338,0.5043042302131653
0.6713472008705139,0.2302335500717163
0.36655133962631226,0.9055590033531189
0.08849042654037476,0.7948303818702698
0.38843095302581787,0.24826109409332275
0.13010084629058838,0.5767078399658203
0.041435956954956055,0.7768521308898926
0.28413987159729004,0.6267383098602295
0.34601759910583496,0.7991899847984314
0.23925870656967163,0.16498124599456787
0.6463446021080017,0.70891934633255
0.5278586149215698,0.7346276640892029
0.9106702208518982,0.6444873213768005
0.22110801935195923,0.10950475931167603
0.7154474854469299,0.22857189178466797
0.7813462018966675,0.09628939628601074
0.38384324312210083,0.05203276872634888
0.8565526604652405,0.5806237459182739
0.9473803639411926,0.9988071918487549
0.6798447370529175,0.28800106048583984
0.22750800848007202,0.7784445881843567
0.5457326769828796,0.9931433200836182
0.6937207579612732,0.5327907204627991
0.7586769461631775,0.933781623840332
0.7263031005859375,0.5199357867240906
0.37605661153793335,0.22506850957870483
0.20287024974822998,0.32477033138275146
0.8377867341041565,0.2787085175514221
0.7247471213340759,0.9898342490196228
0.2324674129486084,0.896336019039154
0.41612714529037476,0.8566926717758179
0.9921679496765137,0.5103508830070496
0.7582709193229675,0.726557195186615
0.4349576234817505,0.3086410164833069
0.8832398653030396,0.4246455430984497
0.9393898248672485,0.9142882227897644
0.7454569935798645,0.7368072867393494
0.9947953224182129,0.2500035762786865
0.5414904356002808,0.4958488941192627
0.7349958419799805,0.942844569683075
0.1637589931488037,0.86098313331604
0.3436165452003479,0.5015073418617249
0.6853654980659485,0.354770302772522
0.3823743462562561,0.8005862236022949
0.29210448265075684,0.31127452850341797
0.3084871172904968,0.5486825108528137
0.44312840700149536,0.12604230642318726
0.3357689380645752,0.2057918906211853
0.6711699366569519,0.1776389479637146
0.18122988939285278,0.696293830871582
0.4721161723136902,0.8722090125083923
0.9034174084663391,0.5740203261375427
0.4057467579841614,0.8228324055671692
0.961760938167572,0.5128340125083923
0.3863404393196106,0.3559340238571167
0.24237751960754395,0.9880634546279907
0.3135020136833191,0.9948939085006714
0.24287128448486328,0.28981125354766846
0.637981653213501,0.22914910316467285
0.9774193167686462,0.9679872989654541
0.21056926250457764,0.17396068572998047
0.7478382587432861,0.9909597039222717
0.18862158060073853,0.8657287359237671
0.4734336733818054,0.23562753200531006
0.816788911819458,0.1400158405303955
0.23244398832321167,0.9877890348434448
0.3265683650970459,0.7896242141723633
0.4441254734992981,0.3798196315765381
0.8620482683181763,0.9991486668586731
0.31942546367645264,0.7304308414459229
0.41338562965393066,0.6669944524765015
0.8893335461616516,0.5718086361885071
0.9800564646720886,0.9381328225135803
0.8460745811462402,0.38652586936950684
0.17574453353881836,0.12872028350830078
0.31913596391677856,0.254697322845459
0.8870211243629456,0.7906055450439453
0.47465288639068604,0.3959372639656067
0.39797717332839966,0.2687937021255493
0.8449721336364746,0.03645449876785278
0.16007602214813232,0.09285646677017212
0.6404802799224854,0.8353633284568787
0.5162147283554077,0.5244204998016357
0.9963333010673523,0.8529219031333923
0.6539435982704163,0.6832115650177002
0.3940030336380005,0.46446192264556885
0.6667547225952148,0.785281777381897
0.05614161491394043,0.8354184627532959
0.22419649362564087,0.056224942207336426
0.33084070682525635,0.33388835191726685
0.19930672645568848,0.0022459030151367188
0.29876023530960083,0.21695858240127563
0.9616172313690186,0.6213663816452026
0.5977584719657898,0.8756877183914185
0.5300258994102478,0.2699286937713623
0.761646032333374,0.04176253080368042
0.5845368504524231,0.7356207370758057
0.9127047061920166,0.4677708148956299
0.4797503352165222,0.34284770488739014
0.08497792482376099,0.4046521782875061
0.9846665859222412,0.8803902864456177
0.6435010433197021,0.5667428970336914
0.9196158051490784,0.8115205764770508
0.5131617784500122,0.4400886297225952
0.17681902647018433,0.6353194117546082
0.2524649500846863,0.637143075466156
0.6292307376861572,0.7127071619033813
0.36793702840805054,0.30502426624298096
0.06404852867126465,0.1651352047920227
0.8331937789916992,0.2701908349990845
0.7618499994277954,0.17709749937057495
0.17487603425979614,0.9554026126861572
0.4971234202384949,0.7803268432617188
0.04092991352081299,0.08142662048339844
0.20649641752243042,0.8281000256538391
0.15339159965515137,0.6030567288398743
0.080874502658844,0.7584611773490906
0.4493764638900757,0.20417052507400513
0.4387333393096924,0.036983489990234375
0.9649347066879272,0.3579188585281372
0.05984848737716675,0.020159244537353516
0.25452548265457153,0.4545134902000427
0.15980398654937744,0.8124812245368958
0.4548882842063904,0.7098685503005981
0.4018269181251526,0.4422350525856018
0.290006160736084,0.5335948467254639
0.13810569047927856,0.05706465244293213
0.6207301020622253,0.18521106243133545
0.8901541829109192,0.5602242946624756
0.5186576843261719,0.954207181930542
0.18748044967651367,0.15744614601135254
0.19236081838607788,0.7246916890144348
0.6344510316848755,0.16350728273391724
0.5214740633964539,0.7313113808631897
0.14355623722076416,0.39347296953201294
0.020060718059539795,0.07311499118804932
0.9141726493835449,0.8184577226638794
0.017766296863555908,0.2598305344581604
0.03238457441329956,0.44742488861083984
0.9313623905181885,0.7450529932975769
0.6806038618087769,0.6685231328010559
0.11932981014251709,0.21813362836837769
0.3648768663406372,0.37483012676239014
0.8401934504508972,0.9367903470993042
0.36026543378829956,0.9548732042312622
0.846602737903595,0.7819063067436218
0.6360480785369873,0.7582656741142273
0.6699661016464233,0.09156733751296997
0.8263404965400696,0.577224612236023
0.4162448048591614,0.910647451877594
0.6598370671272278,0.40720945596694946
0.08686012029647827,0.6933475732803345
0.5346096754074097,0.671680748462677
0.9472615718841553,0.9778167009353638
0.3282786011695862,0.8898637294769287
0.13036507368087769,0.263749361038208
0.8565203547477722,0.6208995580673218
0.5267452597618103,0.5557001829147339
0.7480601668357849,0.3869706988334656
0.575219452381134,0.4674455523490906
0.5843941569328308,0.1316300630569458
0.026497721672058105,0.7373479604721069
0.47800540924072266,0.8429917097091675
0.2622036933898926,0.6932491064071655
0.43241333961486816,0.015633821487426758
0.6682465672492981,0.9804776906967163
0.7677831649780273,0.15662521123886108
0.6948150396347046,0.47126704454421997
0.11190629005432129,0.09223568439483643
0.09786117076873779,0.09202694892883301
0.2811485528945923,0.20048797130584717
0.9146711230278015,0.6109184622764587
0.22058796882629395,0.1942228078842163
0.6479204297065735,0.6370763778686523
0.7762812376022339,0.7888868451118469
0.0405619740486145,2.7757883071899414E-4
0.752791702747345,0.6035393476486206
0.5431790947914124,0.7521548271179199
0.611293613910675,0.3229595422744751
0.8843878507614136,0.5941145420074463
0.5113627910614014,0.3691990375518799
0.03492540121078491,0.07047587633132935
0.744737982749939,0.734065055847168
0.7417920231819153,0.23617452383041382
0.08176732063293457,0.8670662641525269
0.837917685508728,0.22544550895690918
0.10895282030105591,0.5191545486450195
0.7961177229881287,0.6106455326080322
0.3151012659072876,0.6496312618255615
0.7875327467918396,0.18881899118423462
0.8483423590660095,0.11595678329467773
0.5713890194892883,0.7984322309494019
0.4590691328048706,0.10363179445266724
0.33495479822158813,0.5211735963821411
0.9351938366889954,0.6011621952056885
0.5233348608016968,0.6257666945457458
0.17463302612304688,0.6843522191047668
0.3546783924102783,0.46490478515625
0.10239458084106445,0.711392879486084
0.16704648733139038,0.2358495593070984
0.6809166073799133,0.5276538729667664
0.7512941360473633,0.6937392950057983
0.8654171228408813,0.4845951795578003
0.1056789755821228,0.08863133192062378
0.1820812225341797,0.05427068471908569
0.5214723944664001,0.44780170917510986
0.6452009081840515,0.3985958695411682
0.9466773271560669,0.8995060920715332
0.5472736358642578,0.7756286859512329
0.2522529363632202,0.7295560836791992
0.6490641236305237,0.7439114451408386
0.37032806873321533,0.8646038174629211
0.9383781552314758,0.8864242434501648
0.5181974172592163,0.21348637342453003
0.2185397744178772,0.10950464010238647
0.5500080585479736,0.8885334730148315
0.7101889848709106,0.3864247798919678
0.2776535749435425,0.5311670303344727
0.8110361695289612,0.283031165599823
0.7143215537071228,0.4298403859138489
0.44375020265579224,0.4124288558959961
0.16232693195343018,0.6334140300750732
0.6464796662330627,0.5712229609489441
0.8883883357048035,0.010107755661010742
0.4159959554672241,0.18105238676071167
0.5045515298843384,0.002496778964996338
0.32060688734054565,0.5314055681228638
0.7548640966415405,0.39454489946365356
0.15745294094085693,0.44398200511932373
0.05309480428695679,0.5899285674095154
0.3633301258087158,0.37174761295318604
0.1348469853401184,0.9450693726539612
0.004653573036193848,0.6395641565322876
0.5910294055938721,0.4891449213027954
0.8036074638366699,0.8256937861442566
0.8046416640281677,0.6713044047355652
0.7150382399559021,0.9880751371383667
0.08814740180969238,0.5174156427383423
0.29150789976119995,0.13513261079788208
0.23642569780349731,0.06057637929916382
0.2795097231864929,0.6227433681488037
0.5955899357795715,0.07762682437896729
0.22366827726364136,0.8872032761573792
0.37918078899383545,0.8549120426177979
0.041434288024902344,0.4745718240737915
0.8218094706535339,0.8981080651283264
0.6200982928276062,0.841245710849762
0.7808223366737366,0.561198353767395
0.11076831817626953,0.0362359881401062
0.2166774868965149,0.5074688792228699
0.2082958221435547,0.5552515387535095
0.19328314065933228,0.6300828456878662
0.8481199741363525,0.3188076615333557
0.43449509143829346,0.5914474725723267
0.2848939895629883,0.5752735137939453
0.2993737459182739,0.9198556542396545
0.8859411478042603,0.2847830057144165
0.2468610405921936,0.7000638246536255
0.445568323135376,0.18660366535186768
0.3535655736923218,0.2734687328338623
0.7526744604110718,0.791869044303894
0.33279478549957275,0.12590950727462769
0.20069169998168945,0.24213123321533203
0.33841103315353394,0.7800118327140808
0.6705657839775085,0.6142090559005737
0.8862087726593018,0.15819251537322998
0.8272294402122498,0.38114339113235474
0.7041372656822205,0.5663792490959167
0.5089836716651917,0.4212055802345276
0.6497701406478882,0.3321990370750427
0.546629011631012,0.03093355894088745
0.8810170888900757,0.770524263381958
0.19247084856033325,0.6888233423233032
0.8093852400779724,0.7401184439659119
0.26396268606185913,0.9439328908920288
0.5324458479881287,0.6846141219139099
0.08638501167297363,0.3942340612411499
0.1649875044822693,0.9467206597328186
0.6553415060043335,0.6646828651428223
0.9512182474136353,0.9245601296424866
0.01287013292312622,0.0018898248672485352
0.13100403547286987,0.5621614456176758
0.348626971244812,0.2438182234764099
0.0923229455947876,0.8818138241767883
0.5860308408737183,0.6875885128974915
0.41382116079330444,0.06423187255859375
0.30672210454940796,0.7203307151794434
0.4826417565345764,0.6439829468727112
0.497566282749176,0.9668222069740295
0.663765013217926,0.033656537532806396
0.2932351231575012,0.37873637676239014
0.6512604355812073,0.03273433446884155
0.23275268077850342,0.8946744203567505
0.0055582523345947266,0.5685842633247375
0.4770635962486267,0.5543696880340576
0.7836690545082092,0.40061742067337036
0.4515455961227417,0.786760687828064
0.11390924453735352,0.27820414304733276
0.8154560327529907,0.8078804016113281
0.018949270248413086,0.3528527021408081
0.9307073354721069,0.974181592464447
0.41983598470687866,0.9204593300819397
0.844366192817688,0.6191104650497437
0.18111753463745117,0.6157971620559692
0.5302456617355347,0.45018547773361206
0.10852140188217163,0.44511836767196655
0.9004220366477966,0.36087822914123535
0.7641117572784424,0.8607092499732971
0.12108564376831055,0.39221322536468506
0.8009426593780518,0.9310056567192078
0.6005901098251343,0.20480185747146606
0.674481213092804,0.40960294008255005
0.7907758355140686,0.450225293636322
0.19921225309371948,0.6649788618087769
0.6136229634284973,0.784142255783081
0.5766582489013672,0.39939290285110474
0.9301658272743225,0.38068699836730957
0.5195137858390808,0.4002823829650879
0.37163597345352173,0.8927491903305054
0.6827614307403564,0.16119670867919922
0.9963732957839966,0.07531487941741943
0.23671120405197144,0.6531934142112732
0.3906674385070801,0.2345457673072815
0.482200026512146,0.2835758328437805
0.8459919691085815,0.2846637964248657
0.5211543440818787,0.7494170665740967
0.29583287239074707,0.25458717346191406
0.2159196138381958,0.07165837287902832
0.53737473487854,0.3688596487045288
0.7609010338783264,0.2154766321182251
0.4796936511993408,0.380581796169281
0.8659494519233704,0.8885037302970886
0.4119594097137451,0.22126179933547974
0.7315186858177185,0.02538210153579712
0.5617164969444275,0.5828642249107361
0.052982449531555176,0.17073094844818115
0.08198577165603638,0.10556250810623169
0.300825834274292,0.15915173292160034
0.46220970153808594,0.021161377429962158
0.5130382180213928,0.7473477721214294
0.6755883693695068,0.5228105187416077
0.037378907203674316,0.9072979688644409
0.9558776617050171,0.688093900680542
0.7588313817977905,0.4588811993598938
0.3201286196708679,0.3820696473121643
0.7292030453681946,0.36418086290359497
0.02814584970474243,0.382207453250885
0.12228578329086304,0.973324716091156
0.38076627254486084,0.6869021058082581
0.6132139563560486,0.5931679606437683
0.22166311740875244,0.04742974042892456
0.6217074990272522,0.1260806918144226
0.41364985704421997,0.6695913672447205
0.06597131490707397,0.01783144474029541
0.4308992028236389,0.5011999607086182
4.4840574264526367E-4,0.07299137115478516
0.14174103736877441,0.8059961199760437
0.6128490567207336,0.6959515810012817
0.2795097231864929,0.8401201963424683
0.8434627056121826,0.03871506452560425
0.016169309616088867,0.42615455389022827
0.3754054307937622,0.2668830156326294
0.29815244674682617,0.3598290681838989
0.8939803838729858,0.4671194553375244
0.08714598417282104,0.6992331743240356
0.4956783652305603,0.5278825759887695
0.6096928715705872,0.6548991799354553
0.5645890235900879,0.9360262751579285
0.9758511185646057,0.6161421537399292
0.6513291001319885,0.7912827730178833
0.7242476940155029,0.674912691116333
0.16533923149108887,0.28555750846862793
0.7123373746871948,0.2191150188446045
0.5070011615753174,0.40193772315979004
0.3482709527015686,0.90446937084198
0.5560566782951355,0.02749556303024292
0.08437883853912354,0.7347772717475891
0.8349572420120239,0.05315440893173218
0.8198965191841125,0.5077343583106995
0.7708647847175598,0.2524857521057129
0.9283267855644226,0.4557059407234192
0.08200287818908691,0.8293628096580505
0.8970068693161011,0.2322337031364441
0.6599929928779602,0.9325717687606812
0.4854145050048828,0.18520653247833252
0.35989898443222046,0.22506767511367798
0.14500826597213745,0.10195744037628174
0.7472650408744812,0.7284701466560364
0.5455885529518127,0.8110129237174988
0.19291293621063232,0.7421621084213257
0.09804767370223999,0.4464316964149475
0.31123238801956177,0.15415281057357788
0.6058251857757568,0.10584050416946411
0.8688523173332214,0.05147433280944824
0.7004167437553406,0.6102726459503174
0.16373854875564575,0.22572219371795654
0.6810241937637329,0.1661999225616455
0.9088693857192993,0.11945706605911255
0.27414411306381226,0.7668370008468628
0.7217692732810974,0.5272254347801208
0.7229553461074829,0.9956062436103821
0.9965223670005798,0.14721661806106567
0.4042872190475464,0.6199347376823425
0.746765673160553,0.9629706144332886
0.8263643383979797,0.6142929196357727
0.6880226731300354,0.6466214656829834
0.6851903200149536,0.41917216777801514
0.5601454377174377,0.33406996726989746
0.5312292575836182,0.7347690463066101
0.36329346895217896,0.48701488971710205
0.22898507118225098,0.6373441815376282
0.6345996856689453,0.276350736618042
0.5662907958030701,0.48103219270706177
0.17140984535217285,0.2860983610153198
0.2018665075302124,0.8623965978622437
0.2078021764755249,0.027436554431915283
0.3213622570037842,0.8489788770675659
0.17418742179870605,0.08984065055847168
0.4241867661476135,0.9418308734893799
0.9684880375862122,0.9527187347412109
0.18455815315246582,0.6065274477005005
0.4981291890144348,0.8888053894042969
0.24716395139694214,0.18402493000030518
0.9244294762611389,0.7530982494354248
0.6354634165763855,0.11419862508773804
0.06763821840286255,0.15208107233047485
0.5020149946212769,0.4687958359718323
0.2776569128036499,0.8017957806587219
0.646397590637207,0.11037266254425049
0.41134780645370483,0.2250347137451172
0.3065752387046814,0.4486308693885803
0.5043429136276245,0.11318850517272949
0.5113109946250916,0.8501695990562439
0.10861527919769287,0.13340067863464355
0.909978985786438,0.632366418838501
0.8650884032249451,0.033549726009368896
0.6954838037490845,0.11287665367126465
0.674673318862915,0.06375402212142944
0.5577300786972046,0.03469359874725342
0.25591927766799927,0.8617280125617981
0.6790806651115417,0.5000709891319275
0.0706256628036499,0.5492081046104431
0.5675011873245239,0.24772310256958008
0.6511227488517761,0.25721925497055054
0.053745925426483154,0.13506555557250977
0.5684199333190918,0.1792144775390625
0.4202579855918884,0.24494272470474243
0.3861231803894043,0.47374796867370605
0.32380956411361694,0.34402942657470703
0.40112733840942383,0.4736320972442627
0.6918114423751831,0.963251531124115
0.18191653490066528,0.16838771104812622
0.9623038172721863,0.15011334419250488
0.48530107736587524,0.4137721657752991
0.07665979862213135,0.7253578305244446
0.1221545934677124,0.779416024684906
0.2768756151199341,0.4441349506378174
0.5148841738700867,0.00691455602645874
0.5889905095100403,0.862678587436676
0.7597879767417908,0.24051225185394287
0.5518115162849426,0.5088573098182678
0.8950796723365784,0.17582905292510986
0.26496803760528564,0.4779793620109558
0.15224981307983398,0.10457044839859009
0.7497748136520386,0.16861939430236816
0.30979394912719727,0.21112632751464844
0.33594340085983276,0.147347092628479
0.9024807214736938,0.9873150587081909
0.7804882526397705,0.21205365657806396
0.19770705699920654,0.0017998814582824707
0.893978476524353,0.5026865005493164
0.2176659107208252,0.6090694069862366
0.9734766483306885,0.8928537964820862
0.0497211217880249,0.2681116461753845
0.529084324836731,0.05878615379333496
0.5883772969245911,0.6124424338340759
0.9281190037727356,0.25203055143356323
0.23448187112808228,0.06101113557815552
0.2818338871002197,0.35309863090515137
0.9378809928894043,0.7643618583679199
0.35663992166519165,0.7248210906982422
0.00886458158493042,0.8635683059692383
0.5255140066146851,0.4517327547073364
0.9946938753128052,0.11279827356338501
0.8843053579330444,0.9963942170143127
0.47676020860671997,0.7324386835098267
0.0687408447265625,0.14175671339035034
0.20104080438613892,0.16168522834777832
0.02596902847290039,0.35271936655044556
0.522193193435669,0.05116891860961914
0.8524715900421143,0.677761971950531
0.6856864094734192,0.15195822715759277
0.7192482352256775,0.8364443778991699
0.161748468875885,0.6321895122528076
0.10460102558135986,0.7797408103942871
0.7016832828521729,0.0922970175743103
0.8619933128356934,0.3623538017272949
0.33647865056991577,0.10063028335571289
0.7108410000801086,0.6896804571151733
0.4579014182090759,0.2700703740119934
0.27534347772598267,0.5729556679725647
0.8949098587036133,0.7206348180770874
0.8623384237289429,0.4858793616294861
0.45777201652526855,0.5911467671394348
0.393549382686615,0.6219715476036072
0.40645831823349,0.0836363434791565
0.748494029045105,0.5268413424491882
0.29950016736984253,0.24664908647537231
0.767871618270874,0.2619808316230774
0.48851585388183594,0.36809998750686646
0.177703857421875,0.8507076501846313
0.3890703320503235,0.8853934407234192
0.16424894332885742,0.582197368144989
0.5306582450866699,0.2015218734741211
0.5292513370513916,0.5915347337722778
0.17069000005722046,0.6826686859130859
0.6330636143684387,0.49333226680755615
0.05587393045425415,0.5080180764198303
0.36633729934692383,0.9903306365013123
0.28888654708862305,0.43917596340179443
0.4342119097709656,0.5887249112129211
0.47140854597091675,0.10862231254577637
0.3732417821884155,0.37661200761795044
0.5622919797897339,0.11836177110671997
0.11182254552841187,0.32439786195755005
0.630763053894043,0.2564527988433838
0.018869996070861816,0.5753469467163086
0.7712225317955017,0.03604203462600708
0.3303477168083191,0.5554215312004089
0.4535815119743347,0.7351964116096497
0.49444258213043213,0.5544989109039307
0.03947758674621582,0.2531300187110901
0.30738401412963867,0.3419477939605713
0.8316075205802917,0.6268974542617798
0.02484762668609619,0.7699902057647705
0.025355935096740723,0.5904420018196106
0.808464765548706,0.5955008864402771
0.18658453226089478,0.3638281226158142
0.6111805438995361,0.5877537727355957
0.22770464420318604,0.08397293090820312
0.705195426940918,0.5745881199836731
0.33992141485214233,0.2192559838294983
0.6262549161911011,0.3666437268257141
0.45988816022872925,0.6296939253807068
0.040489912033081055,0.45842164754867554
0.8041380643844604,0.963213324546814
0.4553758502006531,0.2713279128074646
0.947884738445282,0.02884089946746826
0.39329564571380615,0.22851771116256714
0.21255344152450562,0.011912405490875244
0.5514242649078369,0.6508852243423462
0.568288266658783,0.637826144695282
0.09007900953292847,0.8701666593551636
0.36637115478515625,0.03323858976364136
0.8563101887702942,0.8666839003562927
0.45781224966049194,0.3513185381889343
0.4714767336845398,0.46924442052841187
0.2972654700279236,0.6357949376106262
0.5301083922386169,0.7822174429893494
0.5979655385017395,0.7027034163475037
0.9898995161056519,0.12456047534942627
0.8187646269798279,0.4652571678161621
0.3246997594833374,0.7379271984100342
0.006887316703796387,0.4530452489852905
0.3875085115432739,0.721917450428009
0.27117353677749634,0.7593408823013306
0.7404987812042236,0.7256408929824829
0.854900598526001,0.1578429937362671
